ID,BATHRM,HF_BATHRM,HEAT,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STRUCT,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,SOURCE,CMPLX_NUM,LIVING_GBA,FULLADDRESS,CITY,STATE,ZIPCODE,NATIONALGRID,LATITUDE,LONGITUDE,ASSESSMENT_NBHD,ASSESSMENT_SUBNBHD,CENSUS_TRACT,CENSUS_BLOCK,WARD,SQUARE,X,Y,QUADRANT
83688,1,0,Warm Cool,Y,1,6,2,1940,2010,1954,2,8/8/2008 0:00,160000,U,1,832,1,2 Story,Row Inside,Average,Average,Common Brick,Slate,Hardwood,1,0,11,1474,7/22/2018 18:01,Residential,,,315 35TH STREET NE,WASHINGTON,DC,20019,18S UJ 30412 06835,38.89403137,-76.95548645,Lily Ponds,032 B Lily Ponds,9604,009604 2002,Ward 7,5018,-76.95612453,38.89417221,NE
17757,1,0,Hot Water Rad,N,1,6,4,1917,2008,1957,2,5/25/2004 0:00,370000,U,1,1340,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1812,7/22/2018 18:01,Residential,,,1609 EAST CAPITOL STREET SE,WASHINGTON,DC,20003,18S UJ 28118 06385,38.88953388,-76.98180242,Old City 1,039 A Old City 1,6801,006801 2000,Ward 6,1085,-76.98165084,38.88908272,SE
13446,2,2,Hot Water Rad,Y,1,10,3,1920,2007,1969,2,12/31/1998 0:00,214000,Q,1,1614,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Built Up,Wood Floor,1,0,11,1294,7/22/2018 18:01,Residential,,,917 1/2 C STREET NE,WASHINGTON,DC,20002,18S UJ 27148 06841,38.89345068,-76.99310504,Old City 1,039 K Old City 1,8100,008100 2005,Ward 6,939,-76.99322213,38.89285729,NE
36823,4,1,Hot Water Rad,Y,1,7,5,1931,2005,1972,2.5,12/20/2012 0:00,895000,Q,1,1628,1,2.5 Story Fin,Single,Very Good,Good,Brick/Siding,Slate,Hardwood,1,1,12,3967,7/22/2018 18:01,Residential,,,5461 32ND STREET NW,WASHINGTON,DC,20015,18S UJ 21204 14734,38.96334147,-77.06365722,Chevy Chase,011 E Chevy Chase,1402,001402 1010,Ward 4,2293,-77.06328805,38.96206917,NW
36066,2,1,Hot Water Rad,N,1,12,4,1918,1985,1961,2,7/2/1997 0:00,420000,Q,1,3971,1,2 Story,Single,Very Good,Good,Stucco,Comp Shingle,Hardwood,1,2,12,9612,7/22/2018 18:01,Residential,,,3220 PATTERSON STREET NW,WASHINGTON,DC,20015,18S UJ 21089 15185,38.96738024,-77.06509791,Chevy Chase,011 C Chevy Chase,1500,001500 2011,Ward 4,2022,-77.06515313,38.96629913,NW
34184,4,0,Hot Water Rad,Y,1,12,5,1923,2015,1978,2.5,1/24/2012 0:00,2100000,Q,1,5727,1,2.5 Story Fin,Single,Excellent,Good,Common Brick,Slate,Hardwood,1,1,12,16761,7/22/2018 18:01,Residential,,,3815 HUNTINGTON STREET NW,WASHINGTON,DC,20015,18S UJ 20080 14156,38.95790875,-77.07646945,Chevy Chase,011 A Chevy Chase,1100,001100 4000,Ward 3,1852,-77.07636047,38.95737408,NW
9548,2,1,Forced Air,Y,1,6,3,1913,2005,1967,2,6/24/2013 0:00,793000,Q,1,1928,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,11,1935,7/22/2018 18:01,Residential,,,923 9TH STREET NE,WASHINGTON,DC,20002,18S UJ 27134 07791,38.90200873,-76.99350299,Old City 1,039 L Old City 1,8410,008410 1012,Ward 6,932,-76.99314669,38.90193631,NE
12475,3,0,Forced Air,Y,1,6,3,1910,2014,1964,2,2/18/2014 0:00,599900,Q,1,1200,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,11,1040,7/22/2018 18:01,Residential,,,707 FLORIDA AVENUE NE,WASHINGTON,DC,20002,18S UJ 26946 08122,38.90494709,-76.99575318,Old City 1,039 L Old City 1,10600,010600 1002,Ward 6,886,-76.99561201,38.90436718,NE
40652,1,0,Hot Water Rad,Y,2,7,3,1915,2009,1960,2.25,12/20/2005 0:00,650000,Q,1,2083,1,2.5 Story Fin,Row Inside,Good Quality,Average,Common Brick,Built Up,Hardwood,2,0,11,2167,7/22/2018 18:01,Residential,,,1867 NEWTON STREET NW,WASHINGTON,DC,20010,18S UJ 22880 11480,38.93437838,-77.04347971,Mt. Pleasant,036 A Mt. Pleasant,2701,002701 3001,Ward 1,2616,-77.04276784,38.93440084,NW
11713,1,1,Hot Water Rad,Y,2,8,3,1900,2006,1969,2,11/20/2003 0:00,399500,Q,1,1412,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,1,24,1159,7/22/2018 18:01,Residential,,,243 8TH STREET NE,WASHINGTON,DC,20002,18S UJ 27008 06824,38.89326942,-76.99471355,Old City 1,039 K Old City 1,8100,008100 2004,Ward 6,917,-76.99420068,38.89275626,NE
14626,2,1,Forced Air,Y,2,8,5,1915,2013,1957,2,10/21/2015 0:00,735000,Q,4,1640,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,2,0,24,1378,7/22/2018 18:01,Residential,,,907 11TH STREET NE,WASHINGTON,DC,20002,18S UJ 27324 07745,38.90163105,-76.99130339,Old City 1,039 L Old City 1,8410,008410 1014,Ward 6,980,-76.99093961,38.90212433,NE
91271,3,1,Forced Air,Y,1,5,4,1947,2018,1967,2,5/9/2018 0:00,408000,Q,5,1248,1,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,13,2189,7/22/2018 18:01,Residential,,,4608 BASS PLACE SE,WASHINGTON,DC,20019,18S UJ 32168 06058,38.88737722,-76.93505819,Marshall Heights,033 A Marshall Heights,9906,009906 1006,Ward 7,5347,-76.93410727,38.88709537,SE
45145,2,2,Hot Water Rad,Y,1,8,4,1923,2015,1986,2,8/16/2010 0:00,595000,Q,1,2220,1,2 Story,Row End,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,3812,7/22/2018 18:01,Residential,,,1513 VARNUM STREET NW,WASHINGTON,DC,20011,18S UJ 23623 12436,38.94313958,-77.03516531,16th Street Heights,049 A 16th Street Heights,2501,002501 2011,Ward 4,2698,-77.0351676,38.9433921,NW
87413,2,0,Forced Air,Y,1,6,3,1922,2004,1959,1,6/23/2004 0:00,160000,Q,1,910,1,1 Story,Single,Fair Quality,Average,Vinyl Siding,Comp Shingle,Hardwood,1,0,12,4600,7/22/2018 18:01,Residential,,,5000 MEADE STREET NE,WASHINGTON,DC,20019,18S UJ 32696 08144,38.90625858,-76.92947389,Deanwood,018 B Deanwood,7806,007806 1005,Ward 7,5173,-76.93001508,38.90660308,NE
13599,3,1,Forced Air,Y,1,7,4,1917,2011,1967,2,4/20/2011 0:00,685000,Q,1,1824,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Built Up,Wood Floor,2,1,11,1275,7/22/2018 18:01,Residential,,,1009 K STREET NE,WASHINGTON,DC,20002,18S UJ 27244 07814,38.90222981,-76.99223425,Old City 1,039 L Old City 1,8410,008410 1013,Ward 6,957,-76.99229644,38.90176587,NE
82517,3,0,Forced Air,Y,1,6,3,1949,2011,1971,2.25,7/19/2011 0:00,360000,Q,1,1525,1,2 Story,Single,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,1,12,3148,7/22/2018 18:01,Residential,,,2159 30TH STREET NE,WASHINGTON,DC,20018,18S UJ 29591 09853,38.92105399,-76.96569477,Woodridge,056 D Woodridge,11100,011100 1025,Ward 5,4365,-76.96501307,38.92042831,NE
17617,3,1,Forced Air,Y,1,8,3,1914,2014,1967,2,6/18/2015 0:00,800000,Q,4,1638,1,2 Story,Row Inside,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1778,7/22/2018 18:01,Residential,,,1428 C STREET SE,WASHINGTON,DC,20003,18S UJ 27871 05948,38.88554789,-76.98454809,Old City 1,039 A Old City 1,6900,006900 1014,Ward 6,1060,-76.9845008,38.88604008,SE
23045,3,0,Warm Cool,Y,1,6,3,1939,1996,1961,2,6/5/1996 0:00,280000,Q,1,2172,1,2 Story,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,3585,7/22/2018 18:01,Residential,,,4702 RESERVOIR ROAD NW,WASHINGTON,DC,20007,18S UJ 18803 09303,38.91393749,-77.08991166,Berkley,004 A Berkley,802,000802 1001,Ward 3,1371,-77.091324,38.91395303,NW
40668,3,1,Warm Cool,Y,2,7,5,1909,1995,1978,3,8/20/2007 0:00,1500000,Q,1,3008,1,3 Story,Row Inside,Excellent,Good,Common Brick,Metal- Sms,Hardwood,2,3,24,2400,7/22/2018 18:01,Residential,,,1815 KALORAMA ROAD NW,WASHINGTON,DC,20009,18S UJ 22935 09865,38.91984331,-77.04243613,Kalorama,029 B Kalorama,4002,004002 1001,Ward 1,2552,-77.04280572,38.92022663,NW
92185,2,1,Forced Air,Y,1,7,3,1939,2016,1964,2,8/8/2016 0:00,335000,Q,5,1129,1,2 Story,Row Inside,Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1656,7/22/2018 18:01,Residential,,,5351 ASTOR PLACE SE,WASHINGTON,DC,20019,18S UJ 33128 05923,38.88633726,-76.92396318,Marshall Heights,033 A Marshall Heights,9905,009905 1004,Ward 7,5305,-76.92439539,38.88629516,SE
11701,2,0,Forced Air,Y,1,12,3,1900,2007,1967,2,12/3/2004 0:00,442000,U,1,1692,1,2 Story,Row Inside,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1565,7/22/2018 18:01,Residential,,,107 7TH STREET NE,WASHINGTON,DC,20002,18S UJ 26896 06601,38.89123889,-76.99594626,Capitol Hill,009 C Capitol Hill,8200,008200 1000,Ward 6,896,-76.99564916,38.89141478,NE
19254,1,1,Forced Air,Y,1,4,2,1953,2005,1983,3,5/31/2018 0:00,880000,Q,5,1530,1,3 Story,Row Inside,Excellent,Very Good,Common Brick,Metal- Sms,Hardwood,1,1,11,674,7/22/2018 18:01,Residential,,,1415 27TH STREET NW,WASHINGTON,DC,20007,18S UJ 21760 08679,38.90892731,-77.05566612,Georgetown,025 J Georgetown,100,000100 2003,Ward 2,1262,-77.0554403,38.9089117,NW
27909,3,2,Warm Cool,Y,1,7,3,1952,1998,1991,2,4/8/2004 0:00,1100000,Q,1,4108,1,Split Level,Single,Very Good,Good,Common Brick,Comp Shingle,Hardwood,1,2,12,6600,7/22/2018 18:01,Residential,,,4478 UPTON STREET NW,WASHINGTON,DC,20016,18S UJ 19118 12413,38.94200918,-77.08710288,American University,001 C American University,1001,001001 4022,Ward 3,1597,-77.08630107,38.9412835,NW
52200,1,1,Hot Water Rad,N,1,6,3,1922,2015,1954,2,2/11/2015 0:00,375000,U,5,1116,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1782,7/22/2018 18:01,Residential,,,837 LONGFELLOW STREET NW,WASHINGTON,DC,20011,18S UJ 24502 14018,38.95756264,-77.02542981,Petworth,042 B Petworth,2101,002101 1010,Ward 4,2990,-77.02497522,38.95791621,NW
53156,3,1,Forced Air,Y,1,7,4,1916,2011,1982,2,4/24/2017 0:00,870000,Q,4,1668,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,11,1916,7/22/2018 18:01,Residential,,,3318 WARDER STREET NW,WASHINGTON,DC,20010,18S UJ 24870 11144,38.9317511,-77.02044974,Columbia Heights,015 C Columbia Heights,3200,003200 3001,Ward 1,3043,-77.02058859,38.93185945,NW
51468,1,0,Hot Water Rad,N,1,6,3,1925,2002,1943,2,5/18/2001 0:00,85076,U,1,1082,1,2 Story,Row Inside,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1440,7/22/2018 18:01,Residential,,,802 DELAFIELD PLACE NW,WASHINGTON,DC,20011,18S UJ 24611 13054,38.9489016,-77.02392472,Petworth,042 B Petworth,2201,002201 2005,Ward 4,3010,-77.02455169,38.94890666,NW
78383,2,1,Hot Water Rad,N,1,9,3,1930,1992,1964,2.5,3/12/1992 0:00,134000,Q,1,1248,1,2.5 Story Unfin,Single,Average,Good,Shingle,Comp Shingle,Hardwood,1,0,12,3377,7/22/2018 18:01,Residential,,,2208 LAWRENCE STREET NE,WASHINGTON,DC,20018,18S UJ 28938 11116,38.9323058,-76.97353508,Woodridge,056 A Woodridge,9400,009400 2009,Ward 5,4246,-76.97360858,38.93256695,NE
13525,1,1,Forced Air,Y,1,6,3,1907,2004,1964,2,1/13/2005 0:00,340100,Q,1,1280,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,1,13,1100,7/22/2018 18:01,Residential,,,1204 WYLIE STREET NE,WASHINGTON,DC,20002,18S UJ 27447 07659,38.90087297,-76.98986256,Old City 1,039 L Old City 1,8410,008410 1002,Ward 6,1003,-76.98930287,38.90068802,NE
34786,2,0,Hot Water Rad,N,1,8,2,1918,1969,1960,1.5,11/23/2010 0:00,650000,Q,1,1974,1,1.5 Story Fin,Single,Good Quality,Average,Wood Siding,Comp Shingle,Hardwood,1,1,12,6640,7/22/2018 18:01,Residential,,,3613 MILITARY ROAD NW,WASHINGTON,DC,20015,18S UJ 20600 14519,38.96128452,-77.0705636,Chevy Chase,011 B Chevy Chase,1401,001401 1017,Ward 3,1993,-77.070387,38.96224909,NW
82683,2,0,Forced Air,Y,1,6,3,1941,2010,1961,2,9/22/2010 0:00,275000,Q,1,1436,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood,1,0,11,1910,7/22/2018 18:01,Residential,,,318 20TH STREET NE,WASHINGTON,DC,20002,18S UJ 28594 06870,38.89400027,-76.97644642,Old City 1,039 H Old City 1,7903,007903 1016,Ward 7,4559,-76.97674065,38.89407286,NE
19679,2,1,Warm Cool,Y,2,8,3,1900,2007,1983,2,6/1/2017 0:00,1325000,Q,7,1272,1,2 Story,Row Inside,Superior,Very Good,Common Brick,Metal- Sms,Hardwood,2,0,24,1146,7/22/2018 18:01,Residential,,,1411 33RD STREET NW,WASHINGTON,DC,20007,18S UJ 20873 08615,38.90817269,-77.06587054,Georgetown,025 E Georgetown,202,000202 2006,Ward 2,1244,-77.06475302,38.908358,NW
43043,3,0,Hot Water Rad,Y,1,9,5,1927,2015,1986,2.5,1/14/2016 0:00,1115000,Q,3,2407,1,2.5 Story Fin,Single,Good Quality,Good,Common Brick,Slate,Hardwood,1,1,12,7261,7/22/2018 18:01,Residential,,,1445 MANCHESTER LANE NW,WASHINGTON,DC,20011,18S UJ 23617 14397,38.96079553,-77.0357395,16th Street Heights,049 A 16th Street Heights,2001,002001 2005,Ward 4,2724,-77.0359872,38.96088169,NW
10703,2,1,Forced Air,Y,2,9,6,1908,2010,1969,2,4/14/2008 0:00,679000,Q,1,1544,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Wood Floor,2,1,24,1192,7/22/2018 18:01,Residential,,,403 10TH STREET SE,WASHINGTON,DC,20003,18S UJ 27148 05782,38.8839125,-76.99283235,Capitol Hill,009 B Capitol Hill,6900,006900 1008,Ward 6,947,-76.99306665,38.88383341,SE
12330,2,1,Hot Water Rad,Y,1,10,3,1908,2009,1982,2,9/22/2011 0:00,1195000,Q,1,1936,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,2,11,1496,7/22/2018 18:01,Residential,,,903 EAST CAPITOL STREET SE,WASHINGTON,DC,20003,18S UJ 27104 06405,38.88951215,-76.99349675,Capitol Hill,009 B Capitol Hill,6700,006700 3001,Ward 6,942,-76.9932674,38.88921481,SE
48854,3,0,Hot Water Rad,Y,1,7,3,1912,2008,1967,2,11/10/2004 0:00,330000,Q,1,1372,1,2 Story,Row End,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,1434,7/22/2018 18:01,Residential,,,2913 SHERMAN AVENUE NW,WASHINGTON,DC,20001,18S UJ 24397 10681,38.92748659,-77.02578248,Columbia Heights,015 E Columbia Heights,3100,003100 1016,Ward 1,2888,-77.02462628,38.92740684,NW
91386,2,0,Forced Air,Y,1,5,3,1950,2013,1969,2,8/28/2017 0:00,297000,Q,5,1019,1,2 Story,Semi-Detached,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,13,2365,7/22/2018 18:01,Residential,,,4382 DUBOIS PLACE SE,WASHINGTON,DC,20019,18S UJ 31552 05906,38.88588914,-76.9421209,Fort Dupont Park,022 B Fort Dupont Park,7703,007703 1002,Ward 7,5400,-76.94262817,38.88616335,SE
16344,1,0,Forced Air,Y,1,4,2,1904,1994,1954,2,11/30/2006 0:00,204910,Q,1,744,1,2 Story,Row Inside,Average,Good,Common Brick,Metal- Sms,Wood Floor,1,0,11,602,7/22/2018 18:01,Residential,,,1514 MASSACHUSETTS AVENUE SE,WASHINGTON,DC,20003,18S UJ 28001 06126,38.88718064,-76.98309614,Old City 1,039 A Old City 1,6801,006801 2005,Ward 6,1072,-76.98292052,38.88777304,SE
73980,1,0,Hot Water Rad,N,1,8,4,1927,2002,1954,2,6/11/2015 0:00,375000,U,5,1380,1,2 Story,Row End,Average,Average,Common Brick,Built Up,Hardwood,1,0,11,3456,7/22/2018 18:01,Residential,,,1100 QUEEN STREET NE,WASHINGTON,DC,20002,18S UJ 27585 08426,38.90781441,-76.98846766,Trinidad,052 A Trinidad,8804,008804 1004,Ward 5,4058,-76.98791311,38.90741419,NE
64531,2,1,Forced Air,Y,1,7,3,1925,2015,1964,2,3/31/2015 0:00,570000,Q,4,1096,1,2 Story,Row Inside,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,11,1350,7/22/2018 18:01,Residential,,,2519 3RD STREET NE,WASHINGTON,DC,20002,18S UJ 26465 10110,38.92275636,-77.00180243,Brookland,007 E Brookland,9203,009203 2000,Ward 5,3554,-77.00139844,38.92277708,NE
28861,3,2,Hot Water Rad,Y,1,9,4,1936,2005,1969,2.5,12/5/2017 0:00,1152000,Q,5,2109,1,2.5 Story Unfin,Single,Good Quality,Very Good,Wood Siding,Comp Shingle,Hardwood/Carp,1,1,12,3413,7/22/2018 18:01,Residential,,,4432 FARADAY PLACE NW,WASHINGTON,DC,20016,18S UJ 19115 13875,38.9551832,-77.08752636,American University,001 A American University,1001,001001 1013,Ward 3,1582,-77.08738262,38.95520156,NW
14248,2,1,Forced Air,Y,0,10,3,1913,2011,1967,2,8/25/2010 0:00,422000,U,1,1554,1,2 Story,Row End,Above Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,15,992,7/22/2018 18:01,Residential,,,258 14TH STREET NE,WASHINGTON,DC,20002,18S UJ 27790 06816,38.89335488,-76.98569346,Old City 1,039 F Old City 1,8002,008002 2007,Ward 6,1033,-76.98663806,38.89292111,NE
3031,1,1,Forced Air,N,1,6,3,1900,2009,1967,2,3/7/2001 0:00,91677,Q,1,1628,1,2 Story,Row Inside,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,11,1552,7/22/2018 18:01,Residential,,,1621 MARION STREET NW,WASHINGTON,DC,20001,18S UJ 24797 08932,38.91181834,-77.02072271,Old City 2,040 B Old City 2,4801,004801 1017,Ward 6,444,-77.02068043,38.91168707,NW
12652,1,1,Forced Air,Y,1,6,3,1905,2005,1960,2,7/8/2011 0:00,595000,Q,1,1184,1,2 Story,Row Inside,Good Quality,Good,Common Brick,Metal- Sms,Wood Floor,1,0,11,1243,7/22/2018 18:01,Residential,,,1242 C STREET NE,WASHINGTON,DC,20002,18S UJ 27528 06864,38.8937368,-76.98872526,Old City 1,039 K Old City 1,8001,008001 3004,Ward 6,1009,-76.98914936,38.8942692,NE
15675,2,0,Warm Cool,Y,2,4,2,1900,1981,1967,2,6/26/2002 0:00,310000,U,1,1360,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,2,1,24,978,7/22/2018 18:01,Residential,,,1407 F STREET NE,WASHINGTON,DC,20002,18S UJ 27849 07235,38.89713958,-76.9851162,Old City 1,039 F Old City 1,8001,008001 2001,Ward 6,1052,-76.98511847,38.89681068,NE
100180,2,0,Hot Water Rad,N,1,8,4,1905,1990,1969,2,5/31/2001 0:00,113000,Q,1,1980,1,2 Story,Single,Good Quality,Very Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,12,3666,7/22/2018 18:01,Residential,,,1352 MAPLE VIEW PLACE SE,WASHINGTON,DC,20020,18S UJ 27501 03303,38.86165758,-76.98814064,Anacostia,002 A Anacostia,7503,007503 2004,Ward 8,5804,-76.98766329,38.86195858,SE
44649,1,0,Hot Water Rad,N,1,6,3,1920,1983,1957,2,8/17/2004 0:00,386000,Q,1,1526,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,11,2510,7/22/2018 18:01,Residential,,,1418 SHEPHERD STREET NW,WASHINGTON,DC,20011,18S UJ 23741 12033,38.93952913,-77.03369391,Columbia Heights,015 B Columbia Heights,2502,002502 4002,Ward 4,2693,-77.03334503,38.93947054,NW
3114,2,1,Forced Air,Y,1,8,3,1910,2002,1967,2,5/14/2014 0:00,825000,Q,5,1802,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,1289,7/22/2018 18:01,Residential,,,1839 9TH STREET NW,WASHINGTON,DC,20001,18S UJ 24545 09299,38.91507221,-77.02372277,Old City 2,040 G Old City 2,4400,004400 2016,Ward 1,394,-77.02351504,38.91473457,NW
14006,2,0,Hot Water Rad,Y,1,7,2,1923,1975,1967,2,5/3/2005 0:00,660224,Q,1,1422,1,2 Story,Row Inside,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,1,11,1816,7/22/2018 18:01,Residential,,,238 10TH STREET SE,WASHINGTON,DC,20003,18S UJ 27190 06075,38.88656283,-76.9924183,Capitol Hill,009 B Capitol Hill,6700,006700 3007,Ward 6,969,-76.992129,38.88690842,SE
23950,3,2,Warm Cool,Y,1,7,4,1940,2011,1988,2,8/4/2010 0:00,1750000,Q,1,1840,1,2 Story,Row End,Exceptional-A,Good,Common Brick,Slate,Hardwood,1,1,11,2460,7/22/2018 18:01,Residential,,,3232 RESERVOIR ROAD NW,WASHINGTON,DC,20007,18S UJ 20948 09086,38.91243017,-77.06513285,Georgetown,025 F Georgetown,100,000100 1006,Ward 2,1280,-77.06461044,38.91199253,NW
33189,2,0,Forced Air,Y,1,6,3,1939,2014,1969,2,11/24/2014 0:00,765000,Q,4,1059,1,2 Story,Row End,Good Quality,Good,Common Brick,Built Up,Hardwood,1,1,11,2041,7/22/2018 18:01,Residential,,,3712 JOCELYN STREET NW,WASHINGTON,DC,20015,18S UJ 20591 14326,38.95953977,-77.07062429,Chevy Chase,011 B Chevy Chase,1402,001402 3004,Ward 3,1873,-77.07131925,38.95983434,NW
41940,3,2,Forced Air,Y,1,7,3,1927,2006,1969,2,12/19/2007 0:00,760000,Q,1,1880,1,2 Story,Row End,Good Quality,Average,Stone/Stucco,Built Up,Hardwood,1,0,11,3000,7/22/2018 18:01,Residential,,,1752 IRVING STREET NW,WASHINGTON,DC,20010,18S UJ 23077 10836,38.92862061,-77.04104612,Mt. Pleasant,036 B Mt. Pleasant,2702,002702 2004,Ward 1,2588,-77.04104258,38.92817123,NW
73856,1,1,Forced Air,Y,1,6,3,1940,2007,1964,2,7/13/2017 0:00,365000,Q,2,1024,1,2 Story,Row Inside,Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,11,1280,7/22/2018 18:01,Residential,,,1334 DOWNING STREET NE,WASHINGTON,DC,20018,18S UJ 27804 09818,38.92038792,-76.98628491,Brentwood,005 A Brentwood,9102,009102 2009,Ward 5,3952,-76.98712308,38.92044801,NE
41123,4,1,Warm Cool,Y,2,11,5,1910,2005,1995,3,9/27/2011 0:00,1425000,Q,1,2182,1,3 Story,Row Inside,Superior,Very Good,Common Brick,Built Up,Hardwood,2,3,24,1122,7/22/2018 18:01,Residential,,,1716 22ND STREET NW,WASHINGTON,DC,20008,18S UJ 22346 09134,38.91314817,-77.04903522,Kalorama,029 A Kalorama,4100,004100 3013,Ward 2,2516,-77.04987799,38.91318499,NW
19630,5,1,Hot Water Rad,N,1,14,6,1900,1962,1986,3,12/29/2014 0:00,5000000,Q,2,5742,1,3 Story,Row End,Exceptional-B,Good,Common Brick,Metal- Sms,Hardwood,1,0,11,5245,7/22/2018 18:01,Residential,,,3300 O STREET NW,WASHINGTON,DC,20007,18S UJ 20837 08554,38.90761493,-77.06626963,Georgetown,025 E Georgetown,202,000202 3002,Ward 2,1229,-77.06687233,38.90719028,NW
54363,1,0,Forced Air,Y,1,6,3,1900,2015,1967,2,8/16/2010 0:00,424000,U,1,1260,1,2 Story,Semi-Detached,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,0,13,3780,7/22/2018 18:01,Residential,,,402 U STREET NW,WASHINGTON,DC,20001,18S UJ 25074 09454,38.91657227,-77.01766599,Ledroit Park,031 A Ledroit Park,3400,003400 2018,Ward 1,3090,-77.01782854,38.91627579,NW
14850,1,1,Forced Air,Y,1,8,2,1910,2011,1975,2,7/11/2001 0:00,238750,Q,1,1416,1,2 Story,Row Inside,Average,Average,Vinyl Siding,Metal- Sms,Hardwood,1,0,11,1574,7/22/2018 18:01,Residential,,,1217 E STREET SE,WASHINGTON,DC,20003,18S UJ 27434 05633,38.88262756,-76.98950187,Old City 1,039 M Old City 1,6900,006900 1012,Ward 6,1019,-76.98934713,38.88215306,SE
90614,2,0,Forced Air,Y,1,5,3,1951,2007,1970,2,7/5/2018 0:00,340000,Q,8,1184,1,2 Story,Semi-Detached,Average,Good,Common Brick,Built Up,Hardwood,1,0,13,1800,7/22/2018 18:01,Residential,,,502 60TH STREET NE,WASHINGTON,DC,20019,18S UJ 33905 06980,38.89600663,-76.9152626,Deanwood,018 C Deanwood,7807,007807 1012,Ward 7,5258,-76.91573583,38.89649857,NE
9697,3,1,Forced Air,Y,2,9,4,1910,2010,1969,2,7/20/2010 0:00,740000,Q,1,1658,1,2 Story,Row End,Good Quality,Very Good,Common Brick,Built Up,Hardwood/Carp,2,1,24,1868,7/22/2018 18:01,Residential,,,612 11TH STREET NE,WASHINGTON,DC,20002,18S UJ 27275 07308,38.89768452,-76.99175,Old City 1,039 J Old City 1,8402,008402 2002,Ward 6,960,-76.99206516,38.89791331,NE
43395,2,2,Hot Water Rad,N,2,8,4,1917,2007,1960,2,9/4/2003 0:00,315000,Q,1,1883,1,2 Story,Row Inside,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,2,1,24,2833,7/22/2018 18:01,Residential,,,1412 DECATUR STREET NW,WASHINGTON,DC,20011,18S UJ 23764 12979,38.94805458,-77.03367879,16th Street Heights,049 A 16th Street Heights,2501,002501 2000,Ward 4,2706,-77.03360939,38.94774447,NW
17905,3,1,Forced Air,Y,1,8,4,1923,2015,1967,2,3/30/2015 0:00,785000,Q,3,1360,1,2 Story,Row Inside,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,11,2372,7/22/2018 18:01,Residential,,,1732 INDEPENDENCE AVENUE SE,WASHINGTON,DC,20003,18S UJ 28304 06186,38.88777599,-76.97961554,Old City 1,039 A Old City 1,6801,006801 1002,Ward 6,1097,-76.97979522,38.88810654,SE
